tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	magic_software_packages	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_dip
This study	unknown	is055a	is055	FS-FD:SO-NO	pmagpy-2.190	218.0	5.0	59.0	71.0
This study	unknown	is055b	is055	FS-FD:SO-NO	pmagpy-2.190	232.0	5.0	59.0	61.0
This study	unknown	is055c	is055	FS-FD:SO-NO	pmagpy-2.190	251.0	5.0	59.0	62.0
This study	unknown	is055d	is055	FS-FD:SO-NO	pmagpy-2.190	245.0	5.0	59.0	52.0
This study	unknown	is055e	is055	FS-FD:SO-NO	pmagpy-2.190	280.0	5.0	59.0	65.0
This study	unknown	is055f	is055	FS-FD:SO-NO	pmagpy-2.190	233.0	5.0	59.0	57.0
This study	unknown	is055g	is055	FS-FD:SO-NO	pmagpy-2.190	301.0	5.0	59.0	33.0
This study	unknown	is055h	is055	FS-FD:SO-NO	pmagpy-2.190	188.0	5.0	59.0	64.0
This study	unknown	is056a	is056	FS-FD:SO-NO	pmagpy-2.190	205.0	5.0	59.0	53.0
This study	unknown	is056b	is056	FS-FD:SO-NO	pmagpy-2.190	164.0	5.0	59.0	56.0
This study	unknown	is056c	is056	FS-FD:SO-NO	pmagpy-2.190	234.0	5.0	59.0	46.0
This study	unknown	is056d	is056	FS-FD:SO-NO	pmagpy-2.190	197.0	5.0	59.0	49.0
This study	unknown	is056e	is056	FS-FD:SO-NO	pmagpy-2.190	245.0	5.0	59.0	59.0
This study	unknown	is056f	is056	FS-FD:SO-NO	pmagpy-2.190	209.0	5.0	59.0	70.0
This study	unknown	is056g	is056	FS-FD:SO-NO	pmagpy-2.190	261.0	5.0	59.0	50.0
This study	unknown	is056h	is056	FS-FD:SO-NO	pmagpy-2.190	198.0	5.0	59.0	66.0
This study	unknown	is101a	is101	FS-FD:SO-NO	pmagpy-2.190	22.0	6.0	55.0	12.0
This study	unknown	is101b	is101	FS-FD:SO-NO	pmagpy-2.190	325.0	6.0	55.0	43.0
This study	unknown	is101c	is101	FS-FD:SO-NO	pmagpy-2.190	26.0	6.0	55.0	40.0
This study	unknown	is101d	is101	FS-FD:SO-NO	pmagpy-2.190	331.0	6.0	55.0	26.0
This study	unknown	is101e	is101	FS-FD:SO-NO	pmagpy-2.190	33.0	6.0	55.0	54.0
This study	unknown	is101f	is101	FS-FD:SO-NO	pmagpy-2.190	314.0	6.0	55.0	14.0
This study	unknown	is101g	is101	FS-FD:SO-NO	pmagpy-2.190	313.0	6.0	55.0	32.0
This study	unknown	is101h	is101	FS-FD:SO-NO	pmagpy-2.190	338.0	6.0	55.0	51.0
This study	unknown	is101i	is101	FS-FD:SO-NO	pmagpy-2.190	40.0	6.0	55.0	56.0
This study	unknown	is101j	is101	FS-FD:SO-NO	pmagpy-2.190	338.0	6.0	55.0	13.0
This study	unknown	is102a	is102	FS-FD:SO-NO	pmagpy-2.190	39.0	6.0	55.0	31.0
This study	unknown	is102b	is102	FS-FD:SO-NO	pmagpy-2.190	16.0	6.0	55.0	52.0
This study	unknown	is102c	is102	FS-FD:SO-NO	pmagpy-2.190	32.0	6.0	55.0	36.0
This study	unknown	is102d	is102	FS-FD:SO-NO	pmagpy-2.190	78.0	6.0	55.0	74.0
This study	unknown	is102e	is102	FS-FD:SO-NO	pmagpy-2.190	269.0	6.0	55.0	64.0
This study	unknown	is102f	is102	FS-FD:SO-NO	pmagpy-2.190	302.0	6.0	55.0	58.0
This study	unknown	is102g	is102	FS-FD:SO-NO	pmagpy-2.190	228.0	6.0	55.0	69.0
This study	unknown	is102h	is102	FS-FD:SO-NO	pmagpy-2.190	220.0	6.0	55.0	38.0
This study	unknown	is102i	is102	FS-FD:SO-NO	pmagpy-2.190	112.0	6.0	55.0	35.0
This study	unknown	is102j	is102	FS-FD:SO-NO	pmagpy-2.190	63.0	6.0	55.0	6.0
This study	unknown	is102k	is102	FS-FD:SO-NO	pmagpy-2.190	32.0	6.0	55.0	12.0
This study	unknown	is102l	is102	FS-FD:SO-NO	pmagpy-2.190	29.0	6.0	55.0	18.0
This study	unknown	is102m	is102	FS-FD:SO-NO	pmagpy-2.190	233.0	6.0	55.0	60.0
This study	unknown	is102n	is102	FS-FD:SO-NO	pmagpy-2.190	69.0	6.0	55.0	66.0
This study	unknown	is102o	is102	FS-FD:SO-NO	pmagpy-2.190	42.0	6.0	55.0	73.0
This study	unknown	is103a	is103	FS-FD:SO-NO	pmagpy-2.190	36.0	6.0	55.0	51.0
This study	unknown	is103b	is103	FS-FD:SO-NO	pmagpy-2.190	71.0	6.0	55.0	33.0
This study	unknown	is103c	is103	FS-FD:SO-NO	pmagpy-2.190	346.0	6.0	55.0	24.0
This study	unknown	is103d	is103	FS-FD:SO-NO	pmagpy-2.190	95.0	6.0	55.0	8.0
This study	unknown	is103e	is103	FS-FD:SO-NO	pmagpy-2.190	345.0	6.0	55.0	44.0
This study	unknown	is103f	is103	FS-FD:SO-NO	pmagpy-2.190	55.0	6.0	55.0	45.0
This study	unknown	is103g	is103	FS-FD:SO-NO	pmagpy-2.190	328.0	6.0	55.0	22.0
This study	unknown	is103h	is103	FS-FD:SO-NO	pmagpy-2.190	83.0	6.0	55.0	23.0
This study	unknown	is103i	is103	FS-FD:SO-NO	pmagpy-2.190	320.0	6.0	55.0	41.0
This study	unknown	is103j	is103	FS-FD:SO-NO	pmagpy-2.190	55.0	6.0	55.0	45.0
This study	unknown	is103k	is103	FS-FD:SO-NO	pmagpy-2.190	37.0	6.0	55.0	38.0
This study	unknown	is104a	is104	FS-FD:SO-NO	pmagpy-2.190	29.0	6.0	55.0	29.0
This study	unknown	is104b	is104	FS-FD:SO-NO	pmagpy-2.190	323.0	6.0	55.0	40.0
This study	unknown	is104c	is104	FS-FD:SO-NO	pmagpy-2.190	222.0	6.0	55.0	26.0
This study	unknown	is104d	is104	FS-FD:SO-NO	pmagpy-2.190	33.0	6.0	55.0	48.0
This study	unknown	is104e	is104	FS-FD:SO-NO	pmagpy-2.190	330.0	6.0	55.0	56.0
This study	unknown	is104f	is104	FS-FD:SO-NO	pmagpy-2.190	359.0	6.0	55.0	57.0
This study	unknown	is104g	is104	FS-FD:SO-NO	pmagpy-2.190	73.0	6.0	55.0	12.0
This study	unknown	is104h	is104	FS-FD:SO-NO	pmagpy-2.190	126.0	6.0	55.0	12.0
This study	unknown	is104i	is104	FS-FD:SO-NO	pmagpy-2.190	62.0	6.0	55.0	18.0
This study	unknown	is104j	is104	FS-FD:SO-NO	pmagpy-2.190	88.0	6.0	55.0	25.0
This study	unknown	is104k	is104	FS-FD:SO-NO	pmagpy-2.190	360.0	6.0	55.0	54.0
This study	unknown	is104l	is104	FS-FD:SO-NO	pmagpy-2.190	348.0	6.0	55.0	31.0
This study	unknown	is104m	is104	FS-FD:SO-NO	pmagpy-2.190	320.0	6.0	55.0	62.0
This study	unknown	is104n	is104	FS-FD:SO-NO	pmagpy-2.190	340.0	6.0	55.0	50.0
This study	unknown	is104o	is104	FS-FD:SO-NO	pmagpy-2.190	59.0	6.0	55.0	39.0
This study	unknown	is105a	is105	FS-FD:SO-NO	pmagpy-2.190	26.0	6.0	55.0	33.0
This study	unknown	is105b	is105	FS-FD:SO-NO	pmagpy-2.190	60.0	6.0	55.0	62.0
This study	unknown	is105c	is105	FS-FD:SO-NO	pmagpy-2.190	347.0	6.0	55.0	38.0
This study	unknown	is105d	is105	FS-FD:SO-NO	pmagpy-2.190	71.0	6.0	55.0	56.0
This study	unknown	is105e	is105	FS-FD:SO-NO	pmagpy-2.190	61.0	6.0	55.0	27.0
This study	unknown	is105f	is105	FS-FD:SO-NO	pmagpy-2.190	13.0	6.0	55.0	50.0
This study	unknown	is105g	is105	FS-FD:SO-NO	pmagpy-2.190	49.0	6.0	55.0	74.0
This study	unknown	is105h	is105	FS-FD:SO-NO	pmagpy-2.190	50.0	6.0	55.0	22.0
This study	unknown	is105i	is105	FS-FD:SO-NO	pmagpy-2.190	9.0	6.0	55.0	21.0
This study	unknown	is105j	is105	FS-FD:SO-NO	pmagpy-2.190	342.0	6.0	55.0	12.0
This study	unknown	is105k	is105	FS-FD:SO-NO	pmagpy-2.190	33.0	6.0	55.0	26.0
This study	unknown	is105l	is105	FS-FD:SO-NO	pmagpy-2.190	36.0	6.0	55.0	57.0
This study	unknown	is105m	is105	FS-FD:SO-NO	pmagpy-2.190	67.0	6.0	55.0	36.0
This study	unknown	is105n	is105	FS-FD:SO-NO	pmagpy-2.190	59.0	6.0	55.0	29.0
This study	unknown	is105o	is105	FS-FD:SO-NO	pmagpy-2.190	155.0	6.0	55.0	31.0
This study	unknown	is105p	is105	FS-FD:SO-NO	pmagpy-2.190	147.0	6.0	55.0	20.0
This study	unknown	is106a	is106	FS-FD:SO-NO	pmagpy-2.190	41.0	6.0	55.0	38.0
This study	unknown	is106b	is106	FS-FD:SO-NO	pmagpy-2.190	64.0	6.0	55.0	99.0
This study	unknown	is106c	is106	FS-FD:SO-NO	pmagpy-2.190	29.0	6.0	55.0	69.0
This study	unknown	is106d	is106	FS-FD:SO-NO	pmagpy-2.190	10.0	6.0	55.0	66.0
This study	unknown	is106e	is106	FS-FD:SO-NO	pmagpy-2.190	16.0	6.0	55.0	77.0
This study	unknown	is106f	is106	FS-FD:SO-NO	pmagpy-2.190	331.0	6.0	55.0	76.0
This study	unknown	is106g	is106	FS-FD:SO-NO	pmagpy-2.190	326.0	6.0	55.0	75.0
This study	unknown	is106h	is106	FS-FD:SO-NO	pmagpy-2.190	43.0	6.0	55.0	89.0
This study	unknown	is106i	is106	FS-FD:SO-NO	pmagpy-2.190	342.0	6.0	55.0	78.0
This study	unknown	is106j	is106	FS-FD:SO-NO	pmagpy-2.190	344.0	6.0	55.0	75.0
This study	unknown	is106k	is106	FS-FD:SO-NO	pmagpy-2.190	5.0	6.0	55.0	81.0
This study	unknown	is106l	is106	FS-FD:SO-NO	pmagpy-2.190	1.0	6.0	55.0	40.0
This study	unknown	is106m	is106	FS-FD:SO-NO	pmagpy-2.190	4.0	6.0	55.0	36.0
This study	unknown	is106n	is106	FS-FD:SO-NO	pmagpy-2.190	73.0	6.0	55.0	32.0
This study	unknown	is106o	is106	FS-FD:SO-NO	pmagpy-2.190	56.0	6.0	55.0	19.0
This study	unknown	is106p	is106	FS-FD:SO-NO	pmagpy-2.190	73.0	6.0	55.0	13.0
This study	unknown	is106q	is106	FS-FD:SO-NO	pmagpy-2.190	128.0	6.0	55.0	34.0
This study	unknown	is106r	is106	FS-FD:SO-NO	pmagpy-2.190	11.0	6.0	55.0	26.0
This study	unknown	is106s	is106	FS-FD:SO-NO	pmagpy-2.190	345.0	6.0	55.0	27.0
This study	unknown	is106t	is106	FS-FD:SO-NO	pmagpy-2.190	354.0	6.0	55.0	25.0
This study	unknown	is106u	is106	FS-FD:SO-NO	pmagpy-2.190	48.0	6.0	55.0	25.0
This study	unknown	is106v	is106	FS-FD:SO-NO	pmagpy-2.190	23.0	6.0	55.0	16.0
This study	unknown	is106w	is106	FS-FD:SO-NO	pmagpy-2.190	14.0	6.0	55.0	55.0
This study	unknown	is106x	is106	FS-FD:SO-NO	pmagpy-2.190	27.0	6.0	55.0	54.0
This study	unknown	is107a	is107	FS-FD:SO-NO	pmagpy-2.190	27.0	6.0	55.0	20.0
This study	unknown	is107b	is107	FS-FD:SO-NO	pmagpy-2.190	10.0	6.0	55.0	90.0
This study	unknown	is107c	is107	FS-FD:SO-NO	pmagpy-2.190	33.0	6.0	55.0	39.0
This study	unknown	is107d	is107	FS-FD:SO-NO	pmagpy-2.190	9.0	6.0	55.0	41.0
This study	unknown	is107e	is107	FS-FD:SO-NO	pmagpy-2.190	7.0	6.0	55.0	49.0
This study	unknown	is107f	is107	FS-FD:SO-NO	pmagpy-2.190	288.0	6.0	55.0	10.0
This study	unknown	is107g	is107	FS-FD:SO-NO	pmagpy-2.190	16.0	6.0	55.0	55.0
This study	unknown	is107h	is107	FS-FD:SO-NO	pmagpy-2.190	322.0	6.0	55.0	68.0
This study	unknown	is107i	is107	FS-FD:SO-NO	pmagpy-2.190	349.0	6.0	55.0	34.0
This study	unknown	is107j	is107	FS-FD:SO-NO	pmagpy-2.190	273.0	6.0	55.0	41.0
This study	unknown	is107k	is107	FS-FD:SO-NO	pmagpy-2.190	14.0	6.0	55.0	30.0
This study	unknown	is107l	is107	FS-FD:SO-NO	pmagpy-2.190	18.0	6.0	55.0	16.0
This study	unknown	is107m	is107	FS-FD:SO-NO	pmagpy-2.190	74.0	6.0	55.0	28.0
This study	unknown	is107o	is107	FS-FD:SO-NO	pmagpy-2.190	351.0	6.0	55.0	8.0
This study	unknown	is108a	is108	FS-FD:SO-NO	pmagpy-2.190	358.0	6.0	55.0	31.0
This study	unknown	is108b	is108	FS-FD:SO-NO	pmagpy-2.190	57.0	6.0	55.0	22.0
This study	unknown	is108c	is108	FS-FD:SO-NO	pmagpy-2.190	351.0	6.0	55.0	23.0
This study	unknown	is108d	is108	FS-FD:SO-NO	pmagpy-2.190	6.0	6.0	55.0	27.0
This study	unknown	is108e	is108	FS-FD:SO-NO	pmagpy-2.190	4.0	6.0	55.0	25.0
This study	unknown	is108f	is108	FS-FD:SO-NO	pmagpy-2.190	319.0	6.0	55.0	73.0
This study	unknown	is108g	is108	FS-FD:SO-NO	pmagpy-2.190	51.0	6.0	55.0	50.0
This study	unknown	is108h	is108	FS-FD:SO-NO	pmagpy-2.190	265.0	6.0	55.0	6.0
This study	unknown	is108i	is108	FS-FD:SO-NO	pmagpy-2.190	315.0	6.0	55.0	28.0
This study	unknown	is109a	is109	FS-FD:SO-NO	pmagpy-2.190	29.0	6.0	55.0	39.0
This study	unknown	is109b	is109	FS-FD:SO-NO	pmagpy-2.190	29.0	6.0	55.0	66.0
This study	unknown	is109c	is109	FS-FD:SO-NO	pmagpy-2.190	41.0	6.0	55.0	69.0
This study	unknown	is109d	is109	FS-FD:SO-NO	pmagpy-2.190	4.0	6.0	55.0	37.0
This study	unknown	is109e	is109	FS-FD:SO-NO	pmagpy-2.190	2.0	6.0	55.0	34.0
This study	unknown	is109f	is109	FS-FD:SO-NO	pmagpy-2.190	341.0	6.0	55.0	42.0
This study	unknown	is109g	is109	FS-FD:SO-NO	pmagpy-2.190	321.0	6.0	55.0	32.0
This study	unknown	is109h	is109	FS-FD:SO-NO	pmagpy-2.190	24.0	6.0	55.0	30.0
This study	unknown	is110a	is110	FS-FD:SO-NO	pmagpy-2.190	41.0	6.0	55.0	37.0
This study	unknown	is110b	is110	FS-FD:SO-NO	pmagpy-2.190	347.0	6.0	55.0	82.0
This study	unknown	is110c	is110	FS-FD:SO-NO	pmagpy-2.190	4.0	6.0	55.0	67.0
This study	unknown	is110d	is110	FS-FD:SO-NO	pmagpy-2.190	154.0	6.0	55.0	17.0
This study	unknown	is110e	is110	FS-FD:SO-NO	pmagpy-2.190	154.0	6.0	55.0	18.0
This study	unknown	is110f	is110	FS-FD:SO-NO	pmagpy-2.190	24.0	6.0	55.0	46.0
This study	unknown	is110g	is110	FS-FD:SO-NO	pmagpy-2.190	2.0	6.0	55.0	44.0
This study	unknown	is111a	is111	FS-FD:SO-NO	pmagpy-2.190	314.0	6.0	55.0	46.0
This study	unknown	is111b	is111	FS-FD:SO-NO	pmagpy-2.190	337.0	6.0	55.0	46.0
This study	unknown	is111c	is111	FS-FD:SO-NO	pmagpy-2.190	3.0	6.0	55.0	49.0
This study	unknown	is111d	is111	FS-FD:SO-NO	pmagpy-2.190	310.0	6.0	55.0	15.0
This study	unknown	is111e	is111	FS-FD:SO-NO	pmagpy-2.190	35.0	6.0	55.0	53.0
This study	unknown	is111f	is111	FS-FD:SO-NO	pmagpy-2.190	29.0	6.0	55.0	40.0
This study	unknown	is111g	is111	FS-FD:SO-NO	pmagpy-2.190	297.0	6.0	55.0	53.0
This study	unknown	is111h	is111	FS-FD:SO-NO	pmagpy-2.190	287.0	6.0	55.0	60.0
This study	unknown	is111i	is111	FS-FD:SO-NO	pmagpy-2.190	299.0	6.0	55.0	40.0
This study	unknown	is111j	is111	FS-FD:SO-NO	pmagpy-2.190	38.0	6.0	55.0	23.0
This study	unknown	is112a	is112	FS-FD:SO-NO	pmagpy-2.190	19.0	6.0	55.0	26.0
This study	unknown	is112b	is112	FS-FD:SO-NO	pmagpy-2.190	20.0	6.0	55.0	41.0
This study	unknown	is112c	is112	FS-FD:SO-NO	pmagpy-2.190	46.0	6.0	55.0	61.0
This study	unknown	is112d	is112	FS-FD:SO-NO	pmagpy-2.190	14.0	6.0	55.0	52.0
This study	unknown	is112e	is112	FS-FD:SO-NO	pmagpy-2.190	17.0	6.0	55.0	45.0
This study	unknown	is112f	is112	FS-FD:SO-NO	pmagpy-2.190	287.0	6.0	55.0	58.0
This study	unknown	is112g	is112	FS-FD:SO-NO	pmagpy-2.190	297.0	6.0	55.0	58.0
This study	unknown	is112h	is112	FS-FD:SO-NO	pmagpy-2.190	234.0	6.0	55.0	65.0
This study	unknown	is112i	is112	FS-FD:SO-NO	pmagpy-2.190	62.0	6.0	55.0	64.0
This study	unknown	is112j	is112	FS-FD:SO-NO	pmagpy-2.190	136.0	6.0	55.0	23.0
This study	unknown	is112k	is112	FS-FD:SO-NO	pmagpy-2.190	330.0	6.0	55.0	21.0
This study	unknown	is113a	is113	FS-FD:SO-NO	pmagpy-2.190	73.0	6.0	55.0	49.0
This study	unknown	is113b	is113	FS-FD:SO-NO	pmagpy-2.190	89.0	6.0	55.0	50.0
This study	unknown	is113c	is113	FS-FD:SO-NO	pmagpy-2.190	80.0	6.0	55.0	76.0
This study	unknown	is113d	is113	FS-FD:SO-NO	pmagpy-2.190	9.0	6.0	55.0	90.0
This study	unknown	is113e	is113	FS-FD:SO-NO	pmagpy-2.190	5.0	6.0	55.0	83.0
This study	unknown	is113f	is113	FS-FD:SO-NO	pmagpy-2.190	103.0	6.0	55.0	64.0
This study	unknown	is113g	is113	FS-FD:SO-NO	pmagpy-2.190	63.0	6.0	55.0	57.0
This study	unknown	is113h	is113	FS-FD:SO-NO	pmagpy-2.190	55.0	6.0	55.0	56.0
This study	unknown	is113i	is113	FS-FD:SO-NO	pmagpy-2.190	111.0	6.0	55.0	60.0
This study	unknown	is114a	is114	FS-FD:SO-NO	pmagpy-2.190	27.0	6.0	55.0	34.0
This study	unknown	is114b	is114	FS-FD:SO-NO	pmagpy-2.190	41.0	6.0	55.0	13.0
This study	unknown	is114c	is114	FS-FD:SO-NO	pmagpy-2.190	123.0	6.0	55.0	65.0
This study	unknown	is114d	is114	FS-FD:SO-NO	pmagpy-2.190	358.0	6.0	55.0	24.0
This study	unknown	is114e	is114	FS-FD:SO-NO	pmagpy-2.190	274.0	6.0	55.0	12.0
This study	unknown	is114f	is114	FS-FD:SO-NO	pmagpy-2.190	7.0	6.0	55.0	10.0
This study	unknown	is114g	is114	FS-FD:SO-NO	pmagpy-2.190	251.0	6.0	55.0	15.0
This study	unknown	is114h	is114	FS-FD:SO-NO	pmagpy-2.190	32.0	6.0	55.0	70.0
This study	unknown	is114i	is114	FS-FD:SO-NO	pmagpy-2.190	99.0	6.0	55.0	44.0
This study	unknown	is114j	is114	FS-FD:SO-NO	pmagpy-2.190	104.0	6.0	55.0	72.0
This study	unknown	is115a	is115	FS-FD:SO-NO	pmagpy-2.190	289.0	6.0	55.0	65.0
This study	unknown	is115b	is115	FS-FD:SO-NO	pmagpy-2.190	295.0	6.0	55.0	67.0
This study	unknown	is115c	is115	FS-FD:SO-NO	pmagpy-2.190	340.0	6.0	55.0	47.0
This study	unknown	is115d	is115	FS-FD:SO-NO	pmagpy-2.190	258.0	6.0	55.0	43.0
This study	unknown	is115e	is115	FS-FD:SO-NO	pmagpy-2.190	279.0	6.0	55.0	54.0
This study	unknown	is115f	is115	FS-FD:SO-NO	pmagpy-2.190	253.0	6.0	55.0	70.0
This study	unknown	is115g	is115	FS-FD:SO-NO	pmagpy-2.190	320.0	6.0	55.0	41.0
This study	unknown	is115h	is115	FS-FD:SO-NO	pmagpy-2.190	308.0	6.0	55.0	43.0
This study	unknown	is115i	is115	FS-FD:SO-NO	pmagpy-2.190	265.0	6.0	55.0	26.0
This study	unknown	is116a	is116	FS-FD:SO-NO	pmagpy-2.190	13.0	6.0	55.0	23.0
This study	unknown	is116b	is116	FS-FD:SO-NO	pmagpy-2.190	44.0	6.0	55.0	76.0
This study	unknown	is116c	is116	FS-FD:SO-NO	pmagpy-2.190	335.0	6.0	55.0	58.0
This study	unknown	is116d	is116	FS-FD:SO-NO	pmagpy-2.190	83.0	6.0	55.0	85.0
This study	unknown	is116e	is116	FS-FD:SO-NO	pmagpy-2.190	9.0	6.0	55.0	77.0
This study	unknown	is116f	is116	FS-FD:SO-NO	pmagpy-2.190	294.0	6.0	55.0	70.0
This study	unknown	is116g	is116	FS-FD:SO-NO	pmagpy-2.190	309.0	6.0	55.0	58.0
This study	unknown	is116h	is116	FS-FD:SO-NO	pmagpy-2.190	6.0	6.0	55.0	61.0
This study	unknown	is116i	is116	FS-FD:SO-NO	pmagpy-2.190	300.0	6.0	55.0	52.0
This study	unknown	is116j	is116	FS-FD:SO-NO	pmagpy-2.190	358.0	6.0	55.0	38.0
This study	unknown	is116k	is116	FS-FD:SO-NO	pmagpy-2.190	343.0	6.0	55.0	54.0
This study	unknown	is116l	is116	FS-FD:SO-NO	pmagpy-2.190	325.0	6.0	55.0	63.0
This study	unknown	is116m	is116	FS-FD:SO-NO	pmagpy-2.190	307.0	6.0	55.0	28.0
This study	unknown	is116n	is116	FS-FD:SO-NO	pmagpy-2.190	41.0	6.0	55.0	38.0
This study	unknown	is116o	is116	FS-FD:SO-NO	pmagpy-2.190	32.0	6.0	55.0	14.0
This study	unknown	is116p	is116	FS-FD:SO-NO	pmagpy-2.190	315.0	6.0	55.0	67.0
This study	unknown	is116q	is116	FS-FD:SO-NO	pmagpy-2.190	280.0	6.0	55.0	25.0
This study	unknown	is116r	is116	FS-FD:SO-NO	pmagpy-2.190	9.0	6.0	55.0	60.0
This study	unknown	is116s	is116	FS-FD:SO-NO	pmagpy-2.190	309.0	6.0	55.0	67.0
This study	unknown	is116t	is116	FS-FD:SO-NO	pmagpy-2.190	12.0	6.0	55.0	32.0
This study	unknown	is117a	is117	FS-FD:SO-NO	pmagpy-2.190	357.0	6.0	55.0	72.0
This study	unknown	is117b	is117	FS-FD:SO-NO	pmagpy-2.190	338.0	6.0	55.0	77.0
This study	unknown	is117c	is117	FS-FD:SO-NO	pmagpy-2.190	357.0	6.0	55.0	61.0
This study	unknown	is117d	is117	FS-FD:SO-NO	pmagpy-2.190	274.0	6.0	55.0	53.0
This study	unknown	is117e	is117	FS-FD:SO-NO	pmagpy-2.190	355.0	6.0	55.0	44.0
This study	unknown	is117f	is117	FS-FD:SO-NO	pmagpy-2.190	99.0	6.0	55.0	90.0
This study	unknown	is117g	is117	FS-FD:SO-NO	pmagpy-2.190	39.0	6.0	55.0	65.0
This study	unknown	is117h	is117	FS-FD:SO-NO	pmagpy-2.190	293.0	6.0	55.0	71.0
This study	unknown	is117i	is117	FS-FD:SO-NO	pmagpy-2.190	342.0	6.0	55.0	56.0
This study	unknown	is117j	is117	FS-FD:SO-NO	pmagpy-2.190	77.0	6.0	55.0	40.0
This study	unknown	is117k	is117	FS-FD:SO-NO	pmagpy-2.190	19.0	6.0	55.0	59.0
This study	unknown	is117l	is117	FS-FD:SO-NO	pmagpy-2.190	94.0	6.0	55.0	34.0
This study	unknown	is117m	is117	FS-FD:SO-NO	pmagpy-2.190	110.0	6.0	55.0	27.0
This study	unknown	is118a	is118	FS-FD:SO-NO	pmagpy-2.190	43.0	6.0	55.0	40.0
This study	unknown	is118b	is118	FS-FD:SO-NO	pmagpy-2.190	52.0	6.0	55.0	57.0
This study	unknown	is118c	is118	FS-FD:SO-NO	pmagpy-2.190	74.0	6.0	55.0	51.0
This study	unknown	is118d	is118	FS-FD:SO-NO	pmagpy-2.190	32.0	6.0	55.0	52.0
This study	unknown	is118e	is118	FS-FD:SO-NO	pmagpy-2.190	102.0	6.0	55.0	57.0
This study	unknown	is118f	is118	FS-FD:SO-NO	pmagpy-2.190	90.0	6.0	55.0	81.0
This study	unknown	is118g	is118	FS-FD:SO-NO	pmagpy-2.190	128.0	6.0	55.0	69.0
This study	unknown	is118h	is118	FS-FD:SO-NO	pmagpy-2.190	63.0	6.0	55.0	67.0
This study	unknown	is118i	is118	FS-FD:SO-NO	pmagpy-2.190	291.0	6.0	55.0	50.0
This study	unknown	is118j	is118	FS-FD:SO-NO	pmagpy-2.190	289.0	6.0	55.0	45.0
This study	unknown	is118k	is118	FS-FD:SO-NO	pmagpy-2.190	308.0	6.0	55.0	53.0
This study	unknown	is118l	is118	FS-FD:SO-NO	pmagpy-2.190	286.0	6.0	55.0	47.0
This study	unknown	is119a	is119	FS-FD:SO-NO	pmagpy-2.190	84.0	6.0	55.0	28.0
This study	unknown	is119b	is119	FS-FD:SO-NO	pmagpy-2.190	84.0	6.0	55.0	70.0
This study	unknown	is119c	is119	FS-FD:SO-NO	pmagpy-2.190	199.0	6.0	55.0	20.0
This study	unknown	is119d	is119	FS-FD:SO-NO	pmagpy-2.190	184.0	6.0	55.0	24.0
This study	unknown	is119e	is119	FS-FD:SO-NO	pmagpy-2.190	183.0	6.0	55.0	56.0
This study	unknown	is119f	is119	FS-FD:SO-NO	pmagpy-2.190	312.0	6.0	55.0	40.0
This study	unknown	is119g	is119	FS-FD:SO-NO	pmagpy-2.190	319.0	6.0	55.0	40.0
This study	unknown	is119h	is119	FS-FD:SO-NO	pmagpy-2.190	291.0	6.0	55.0	53.0
This study	unknown	is119i	is119	FS-FD:SO-NO	pmagpy-2.190	307.0	6.0	55.0	36.0
This study	unknown	is120a	is120	FS-FD:SO-NO	pmagpy-2.190	101.0	6.0	55.0	40.0
This study	unknown	is120b	is120	FS-FD:SO-NO	pmagpy-2.190	176.0	6.0	55.0	33.0
This study	unknown	is120c	is120	FS-FD:SO-NO	pmagpy-2.190	159.0	6.0	55.0	27.0
This study	unknown	is120d	is120	FS-FD:SO-NO	pmagpy-2.190	142.0	6.0	55.0	28.0
This study	unknown	is120e	is120	FS-FD:SO-NO	pmagpy-2.190	131.0	6.0	55.0	26.0
This study	unknown	is120f	is120	FS-FD:SO-NO	pmagpy-2.190	162.0	6.0	55.0	17.0
This study	unknown	is120g	is120	FS-FD:SO-NO	pmagpy-2.190	333.0	6.0	55.0	5.0
This study	unknown	is120h	is120	FS-FD:SO-NO	pmagpy-2.190	110.0	6.0	55.0	20.0
This study	unknown	is120i	is120	FS-FD:SO-NO	pmagpy-2.190	47.0	6.0	55.0	41.0
This study	unknown	is120j	is120	FS-FD:SO-NO	pmagpy-2.190	1.0	6.0	55.0	55.0
This study	unknown	is120k	is120	FS-FD:SO-NO	pmagpy-2.190	301.0	6.0	55.0	44.0
This study	unknown	is120l	is120	FS-FD:SO-NO	pmagpy-2.190	300.0	6.0	55.0	51.0
This study	unknown	is120m	is120	FS-FD:SO-NO	pmagpy-2.190	321.0	6.0	55.0	28.0
This study	unknown	is120n	is120	FS-FD:SO-NO	pmagpy-2.190	336.0	6.0	55.0	41.0
This study	unknown	is120o	is120	FS-FD:SO-NO	pmagpy-2.190	290.0	6.0	55.0	25.0
This study	unknown	is121a	is121	FS-FD:SO-NO	pmagpy-2.190	82.0	6.0	55.0	32.0
This study	unknown	is121b	is121	FS-FD:SO-NO	pmagpy-2.190	145.0	6.0	55.0	26.0
This study	unknown	is121c	is121	FS-FD:SO-NO	pmagpy-2.190	323.0	6.0	55.0	14.0
This study	unknown	is121d	is121	FS-FD:SO-NO	pmagpy-2.190	332.0	6.0	55.0	42.0
